pl_name,hostname,discoverymethod,is_transit,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_snum,sy_pnum
HD 203387 b,HD 203387,Radial Velocity,0,512.5352,1.771,13.1,1106.04285636,2.7,0.732,,,5174.32,10.5852,2.817,0.05,,61.7477,1,2
HD 169830 c,HD 169830,Radial Velocity,0,1818.82339,3.075,12.6,2437.42605328,6.7,0.246,,,6300.0,1.935709,1.17,0.21,4.008828,37.6048,1,2
HD 169830 b,HD 169830,Radial Velocity,0,225.67372,0.765,13.2,804.42369812,1.92,0.294,345.0,,6300.0,1.935709,1.17,0.21,4.008828,37.6048,1,2
HD 156098 c,HD 156098,Radial Velocity,0,7841.5839,8.415,12.8,1661.6069118,4.35,0.391,,,6419.19,2.75716,1.29,0.12,3.66773,48.249,1,2
HIP 35965 b,HIP 35965,Radial Velocity,0,26125.56497,15.898,12.6,2589.98368864,7.11,0.138,,,4836.0,0.697551,0.78,,4.64301,50.1677,1,1
HD 203387 c,HD 203387,Radial Velocity,0,2481.07227,5.067,12.6,2378.9456264,6.53,0.202,,,5174.32,10.5852,2.817,0.05,,61.7477,1,2
bet Pic c,bet Pic,Radial Velocity,0,1192.77951,2.68,12.5,3222.46221857,9.07,0.314,1250.0,,8038.68,1.54416,1.795,-0.21,4.35072,19.7442,1,2
HD 25015 b,HD 25015,Radial Velocity,0,6134.427,6.248,12.5,2884.92845034,8.12,0.341,,,5160.0,0.83,0.86,0.04,4.4,37.433,1,1
GJ 229 b,GJ 229,Radial Velocity,0,579.47495,1.086,3.97,14.93793513,1.31,0.404,,,3564.0,0.46,0.509,,4.69496,5.75624,3,2
HD 18143 c,HD 18143,Radial Velocity,0,28982.41764,17.53,12.5,3177.64841319,8.94,0.194,,,5078.0,0.87,0.85,0.28,4.51,22.5243,1,2
HD 217786 b,HD 217786,Radial Velocity,0,1301.36009,2.446,12.3,4402.55909376,13.0,0.311,,,5966.0,1.27,1.14,-0.135,4.35,55.4847,2,2
HD 204313 c,HD 204313,Radial Velocity,0,34.95875,0.211,4.31,17.16273398,1.18,0.059,,,5767.0,1.1,1.03,0.18,4.37,47.7945,1,3
HD 125390 b,HD 125390,Radial Velocity,0,1757.39151,3.496,11.9,8646.20398403,28.2,0.597,,,4882.0,6.47,1.82,-0.11,3.04,153.647,1,1
HD 81817 b,HD 81817,Radial Velocity,0,1021.20159,3.233,12.0,7668.5638041,24.4,0.097,,,4140.0,83.8,4.3,-0.17,1.3,269.126,1,2
HD 190228 b,HD 190228,Radial Velocity,0,1143.59858,2.406,12.9,1598.67688721,4.09,0.559,,,5360.0,2.58658,1.415,-0.24,4.02,62.7146,1,1
HD 23596 b,HD 23596,Radial Velocity,0,1535.11912,2.694,12.4,3786.607641,10.9,0.282,,,6040.0,1.53,1.1,0.33,4.23,52.0018,2,1
HIP 90988 b,HIP 90988,Radial Velocity,0,455.73816,1.36,13.4,668.07531151,1.53,0.081,,,4883.0,3.94,1.613,0.17,3.32,94.0349,1,1
HD 145675 c,14 Her,Radial Velocity,0,15732.45889,11.924,12.9,1597.08774518,4.09,0.393,,,5338.0,0.93,0.91,0.4052,4.45,17.9323,1,2
HD 204313 e,HD 204313,Radial Velocity,0,7325.64666,7.457,12.2,4868.17771002,14.7,0.253,,,5767.0,1.1,1.03,0.18,4.37,47.7945,1,3
HD 30177 b,HD 30177,Radial Velocity,0,2514.53422,3.604,12.6,2670.71210402,7.34,0.207,,,5580.0,1.019,0.98,0.3699,4.417,55.5867,1,2
HD 217958 b,HD 217958,Radial Velocity,0,2560.19774,3.758,14.2,166.54208527,0.32,0.156,,,5930.64,1.32619,1.08,0.2865,4.22628,61.7957,1,1
HD 213519 b,HD 213519,Radial Velocity,0,11.12214,0.099,2.99,9.2170238,1.89,0.413,,,5840.0,1.08287,1.05,0.01,4.39011,41.0014,1,1
HD 43197 b,HD 43197,Radial Velocity,0,308.92072,0.882,14.2,175.75910907,0.337,0.742,,,5508.0,1.0,0.96,0.4,4.31,62.4112,1,2
HD 4113 b,HD 4113,Radial Velocity,0,526.5239,1.28,13.5,541.26177712,1.21,0.899,,,5688.0,1.077514,1.008,0.2,4.4,41.8727,3,1
HD 95544 b,HD 95544,Radial Velocity,0,2041.54152,3.166,12.8,1913.64483855,5.01,0.049,156.5,0.1,5722.0,1.088,1.01,0.11,4.07,87.8049,1,1
HD 25912 c,HD 25912,Radial Velocity,0,26308.65619,17.848,12.2,5252.75008249,15.9,0.051,,,5920.58,0.995896,1.08,0.12,4.47506,49.1661,1,2
HD 105618 c,HD 105618,Radial Velocity,0,77114.07158,35.731,11.9,8419.59232984,27.5,0.126,,,5671.0,1.27399,1.01,,4.23206,70.0837,1,2
HD 28192 b,HD 28192,Radial Velocity,0,14.23283,0.118,12.2,99.7981198,0.302,0.104,,,5919.87,1.07094,1.08,,4.41196,49.8063,1,1
HD 43197 c,HD 43197,Radial Velocity,0,9295.9735,8.54,12.6,2500.67390628,6.87,0.149,,,5508.0,1.0,0.96,0.4,4.31,62.4112,1,2
HD 74156 c,HD 74156,Radial Velocity,0,2448.48726,3.678,12.5,2753.98314665,7.75,0.377,,,6068.0,1.510576,1.1,0.131,4.139148,57.603,1,2
HD 74156 b,HD 74156,Radial Velocity,0,51.63564,0.28,13.5,532.36258173,1.19,0.636,,,6068.0,1.510576,1.1,0.131,4.139148,57.603,1,2
HD 7449 b,HD 7449,Radial Velocity,0,1270.55195,2.438,12.6,2597.92939882,7.14,0.752,,,6024.0,0.97,1.196,-0.105,4.52,38.662,2,1
HD 110537 b,HD 110537,Radial Velocity,0,24469.67342,16.714,11.9,8612.83200129,28.1,0.401,,,5718.0,1.16626,1.02,0.09,4.31308,45.0858,1,1
HD 56957 b,HD 56957,Radial Velocity,0,5859.08992,6.426,12.8,1880.90851263,4.93,0.273,,,5743.0,1.77793,1.03,,3.95107,61.4925,1,1
HD 86264 b,HD 86264,Radial Velocity,0,1488.79123,2.763,12.5,3117.26101586,8.77,0.821,,,6210.0,1.88,1.26,0.202,4.02,67.8107,1,1
HD 111232 c,HD 111232,Radial Velocity,0,26472.44623,17.25,12.2,5740.93451564,17.4,0.558,,,5512.0,0.9,0.96,-0.36,4.45,28.9571,1,2
HD 62549 b,HD 62549,Radial Velocity,0,14306.88519,11.842,12.6,2707.58019923,7.44,0.15,,,5930.46,1.23227,1.08,,4.29008,49.3305,1,1
HD 142 c,HD 142,Radial Velocity,0,10159.64279,9.811,12.4,3464.64746471,9.99,0.277,,,6245.0,1.47,1.21,0.09,4.62,26.1853,2,3
HD 11343 c,HIP 8541,Radial Velocity,0,228.53731,0.923,13.9,255.53403923,0.523,0.169,,,4672.0,6.84,2.009,-0.19,2.95,155.121,2,2
HD 73267 c,HD 73267,Radial Velocity,0,17071.78045,12.688,12.8,1630.77755632,4.27,0.089,,,5387.0,0.909,0.93,0.03,4.447,50.4093,1,2
14 Her b,14 Her,Radial Velocity,0,1765.0389,2.774,12.6,2559.47216157,7.03,0.373,,,5338.0,0.93,0.91,0.4052,4.45,17.9323,1,2
HD 219077 b,HD 219077,Radial Velocity,0,5478.68861,5.935,12.5,3057.50927534,8.6,0.768,,,5362.0,1.91,0.92,-0.13,4.0,29.1864,1,1
HD 113337 b,HD 113337,Radial Velocity,0,317.58639,1.022,13.1,1035.80277841,2.53,0.28,,,6774.0,1.5,1.41,0.07,4.21,36.18,3,2
HD 125271 b,HD 125271,Radial Velocity,0,14901.99295,10.817,12.4,3465.60094993,9.99,0.165,,,4703.93,0.751364,0.75,-0.22,4.56143,39.3466,1,1
HD 127506 b,HD 127506,Radial Velocity,0,65.78395,0.287,5.67,27.333243,0.824,0.24,,,4595.32,0.735766,0.73,-0.08,4.56791,22.5279,1,1
HD 81817 c,HD 81817,Radial Velocity,0,622.97802,2.325,12.0,7185.78245386,22.9,0.095,,,4140.0,83.8,4.3,-0.17,1.3,269.126,1,2
bet Pic b,bet Pic,Imaging,0,8617.50952,10.018,18.49485,3727.8093857,3.24,0.106,1612.0,,8038.68,1.54416,1.795,-0.21,4.35072,19.7442,1,2
HD 145934 b,HD 145934,Radial Velocity,0,2751.53433,4.89,13.4,658.5404593,1.5,0.078,,,4823.75,6.930587,2.058,0.0951,3.011205,227.881,1,1
HIP 97233 b,HIP 97233,Radial Velocity,0,1062.26506,2.491,12.1,6098.17364511,18.9,0.63,,,5020.0,5.34,1.81,0.29,3.26,102.275,1,1
HD 215497 b,HD 215497,Radial Velocity,0,3.93404,0.05,,1588.82420659,,0.16,,,5110.0,0.85,0.67,0.2,4.4,40.5468,1,2
HD 93351 b,HD 93351,Radial Velocity,0,2.45946,0.035,1.69,3.49611248,3.98,0.549,,,5408.0,0.911435,0.94,-0.23,4.49174,56.163,1,2
HD 88072 b,HD 88072,Radial Velocity,0,18538.79293,13.895,12.6,2511.79790052,6.9,0.156,,,5785.33,1.032,1.04,0.0426,4.42774,35.9098,1,1
HD 93351 c,HD 93351,Radial Velocity,0,14010.2941,11.154,12.3,4154.01727949,12.3,0.109,,,5408.0,0.911435,0.94,-0.23,4.49174,56.163,1,2
HD 10697 b,HD 10697,Radial Velocity,0,1075.3799,2.051,12.8,1825.2885414,4.78,0.104,,,5641.0,1.863076,0.99,0.17,3.957761,33.1205,1,1
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,Microlensing,0,,1.15,5.02,22.24798849,0.966,,,,,,0.14,,,6800.0,1,1
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,Microlensing,0,,5.9,13.5,540.3082919,1.21,,34.0,,,,0.69,,,6890.0,1,1
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,Microlensing,0,,1.26,9.86,69.92224954,0.401,,,,,,0.14,,,8240.0,1,2
HD 10180 e,HD 10180,Radial Velocity,0,49.748,0.2699,5.39,25.1,0.881,0.051,,,5911.0,1.109,1.06,0.08,4.39,38.9607,1,6
Wolf 1069 b,Wolf 1069,Radial Velocity,0,15.564,0.0672,1.08,1.26,5.5,,250.1,0.652,3158.0,0.1813,0.167,0.07,4.93,9.58341,1,1
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,Microlensing,0,,2.41,3.92,14.62010672,1.33,,,,,,0.45,,,7290.0,1,1
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,Microlensing,0,,1.54,6.2,31.7828407,0.733,,,,,,0.32,,,6950.0,1,1
Kepler-138 b,Kepler-138,Transit,1,10.3134,0.0753,0.64,0.07,1.7,0.02,452.0,9.9,3841.0,0.535,0.535,-0.18,4.71,66.8624,1,4
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,Microlensing,0,,1.11,3.37,11.3,1.62,,,,,,0.23,,,7900.0,1,1
TrES-2 b,TrES-2,Transit,1,2.47063,0.03568,15.24424,473.5667,0.884,0.0,1466.0,903.864,5850.0,1.12,1.36,-0.15,4.43,215.32,2,1
TOI-6223 b,TOI-6223,Transit,1,3.855219,0.04018,5.07,22.6,0.953,,714.0,41.8646,3895.0,0.576,0.582,-0.12,4.682,133.122,1,1
WASP-47 d,WASP-47,Transit,1,9.030501,0.085,3.65,15.5,1.8,0.001,885.0,145.0,5565.0,1.156,1.058,0.43,4.3437,264.78,1,4
Kepler-138 d,Kepler-138,Transit,1,23.0923,0.1288,1.51,2.1,3.6,0.01,345.0,3.4,3841.0,0.535,0.535,-0.18,4.71,66.8624,1,4
Kepler-138 c,Kepler-138,Transit,1,13.7815,0.0913,1.51,2.3,3.6,0.017,410.0,6.8,3841.0,0.535,0.535,-0.18,4.71,66.8624,1,4
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,Microlensing,0,,2.17,14.3,144.0,0.271,,,,,,0.35,,,4000.0,2,1
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,Microlensing,0,,3.81,13.7,365.50266805,0.781,,,,,,0.66,,,4310.0,1,1
K2-413 c,K2-413,Transit,1,5.3301,0.0426,1.2327,2.05,6.01,,,69.529,4116.0,0.7,0.808,-0.205,4.656,285.162,1,2
K2-414 c,K2-414,Transit,1,6.669,0.0552,1.9287,4.38,3.35,,,56.13,4343.0,0.732,0.814,-0.102,4.621,260.036,1,2
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,Microlensing,0,,4.06,13.9,289.22385037,0.592,,,,,,0.48,,,5760.0,1,1
WASP-65 b,WASP-65,Transit,1,2.3114243,0.0334,12.464,492.62,1.5,0.0,1480.0,957.0053,5600.0,1.01,0.93,-0.07,4.4,273.703,1,1
HAT-P-21 b,HAT-P-21,Transit,1,4.12448,0.05037,12.44199,1547.8321,3.633781,0.23,1367.0,459.542,5588.0,1.21,1.24,0.01,4.33,277.278,1,1
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,Microlensing,0,,,12.2,5720.911326,17.3,,,,,,0.9,,,2700.0,1,1
K2-3 b,K2-3,Transit,1,10.0546535,0.0747,2.078,5.11,3.11,0.107,501.3,10.5,3844.0,0.546,0.549,-0.157,4.704,44.0727,1,3
HIP 21152 b,HIP 21152,Imaging,0,22000.0,17.0,12.0,7627.881768,24.3,0.36,1300.0,,6655.0,1.59186,1.4,0.13,4.3,43.4073,2,1
K2-38 c,K2-38,Transit,1,10.56103,0.09514,2.29,8.3,3.8,0.161,916.0,117.0,5731.0,1.06,1.03,0.26,4.38,192.69,1,2
K2-38 b,K2-38,Transit,1,4.01593,0.04994,1.54,7.3,11.0,0.197,1266.0,426.0,5731.0,1.06,1.03,0.26,4.38,192.69,1,2
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,Microlensing,0,,1.75,13.7,400.46379282,0.856,,,,,,0.38,,,6480.0,1,1
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,Microlensing,0,,1.85,13.9,286.0455663,0.585,,,,,,0.2,,,2970.0,1,1
HD 95735 c,GJ 411,Radial Velocity,0,2946.0,2.94,3.76,13.6,1.41,0.132,,,3719.0,0.3685,0.3899,-0.3621,4.895,5.675773,1,2
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,Microlensing,0,,1.16,12.9,1452.47581999,3.72,,,,,,0.74,,,4410.0,1,1
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,Microlensing,0,,1.78,1.7,3.54,3.96,,,,,,0.41,,,4240.0,1,1
WASP-88 b,WASP-88,Transit,1,4.954,0.06431,16.36514,133.4886,0.141,0.0,1772.0,1489.5543,6430.0,1.8,0.94,-0.08,3.96,523.756,1,1
TOI-1238 b,TOI-1238,Transit,1,0.764597,0.0139,1.21,3.76,11.7,0.25,1133.0,442.0,4089.0,0.58,0.59,0.31,4.63,70.7145,1,2
HATS-8 b,HATS-8,Transit,1,3.583893,0.04667,9.785457,43.86054,0.259,0.376,1324.0,510.8195,5679.0,1.086,1.056,0.21,4.386,794.637,1,1
GJ 1002 c,GJ 1002,Radial Velocity,0,21.202,0.0738,1.1,1.36,5.61,,181.7,0.257,3024.0,0.137,0.12,-0.25,5.1,4.84867,1,2
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,Microlensing,0,,1.38,2.13,5.19,2.95,,,,,,0.32,,,7090.0,1,1
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,Microlensing,0,,2.6,13.0,1287.20504835,3.22,,,,,,0.79,,,4600.0,1,1
HD 45364 b,HD 45364,Radial Velocity,0,225.79,0.6793,9.03,60.16491745,0.449,0.067,,,5466.0,0.89,0.82,-0.17,4.38,34.354,1,2
L 363-38 b,L 363-38,Radial Velocity,0,8.781,0.048,2.0,4.67,3.21,,330.0,,3129.0,0.274,0.21,,4.97,10.2295,1,1
WASP-56 b,WASP-56,Transit,1,4.6171,0.05614,10.53646,143.0235,0.583,0.0,1216.0,447.82,5600.0,0.96,0.71,0.12,4.5,321.084,2,1
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,Microlensing,0,,2.0,11.4,88.99195396,0.33,,,,,,0.47,,,6100.0,1,1
TIC 279401253 b,TIC 279401253,Transit,1,76.8,0.369,11.2089807,1951.46641898,7.61,0.448,,,5951.0,1.06,1.13,0.2,4.438,285.584,1,2
HD 45364 c,HD 45364,Radial Velocity,0,345.43,0.902,14.2,174.48779544,0.335,0.019,,,5466.0,0.89,0.82,-0.17,4.38,34.354,1,2
HD 167768 b,HD 167768,Radial Velocity,0,20.6532,0.1512,13.9,270.15414595,0.553,0.149,,,4851.0,9.7,1.08,-0.67,2.5,107.214,1,1
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,Microlensing,0,,3.1,2.99,9.2,1.89,,,,,,0.7,,,4900.0,1,1
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,Microlensing,0,,3.0,4.18,16.3,1.23,,,,,,0.63,,,5600.0,1,1
TIC 279401253 c,TIC 279401253,Transit,1,155.3,0.591,12.6,2548.98382414,7.0,0.254,,,5951.0,1.06,1.13,0.2,4.438,285.584,1,2
HD 184010 d,HD 184010,Radial Velocity,0,836.4,1.92,14.3,143.02278315,0.269,0.0,,,4971.0,4.86,1.35,-0.17,3.18,60.7993,1,3
HD 184010 b,HD 184010,Radial Velocity,0,286.6,0.94,12.1,98.52680617,0.306,0.0,,,4971.0,4.86,1.35,-0.17,3.18,60.7993,1,3
NGTS-23 b,NGTS-23,Transit,1,4.0764326,0.0504,14.20177855,194.82881349,0.374,0.0,1327.0,,6057.0,1.24,1.01,-0.26,4.04,1074.95,1,1
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,Microlensing,0,,2.0,2.41,6.4,2.51,,,,,,0.47,,,6500.0,1,1
HAT-P-26 b,HAT-P-26,Transit,1,4.23452,0.04748,7.06167,22.2481,0.258608,0.12,1080.0,185.0743,5079.0,0.87,1.12,-0.04,4.56,141.837,1,1
Kepler-1643 b,Kepler-1643,Transit,1,5.342657,0.0531,2.32,5.99,2.64,0.0,799.0,137.753,4916.0,0.855,0.845,-0.01,4.502,341.774,1,1
KOI-7913 b,KOI-7913 A,Transit,1,24.278553,0.1456,2.34,6.08,2.61,0.0,432.0,8.27,4324.0,0.788,0.76,-0.06,4.523,271.277,2,1
WASP-77 A b,WASP-77 A,Transit,1,1.360029395,0.023233633,13.56,529.31142902,1.33,0.01353,1674.0,1440.0,5617.0,0.91,0.903,-0.1,4.476,105.166,2,1
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,Microlensing,0,,2.29,1.97,4.55,3.27,,,,,,0.37,,,5720.0,1,1
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,Microlensing,0,,1.52,4.59,19.05,1.08,,,,,,0.24,,,6640.0,1,1
KIC 3526061 b,KIC 3526061,Radial Velocity,0,3552.0,5.14,12.1,5768.58558705,17.9,0.85,,,4829.0,5.86,1.42,0.12,3.09,401.229,1,1
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,Imaging,0,2560.0,0.97,12.6,2622.08435775,7.2,,325.0,,415.0,,0.0131,,,,1,1
Kepler-107 e,Kepler-107,Transit,1,14.749143,0.12638,2.903,14.1,3.18,0.1,955.0,138.7,5854.0,1.447,1.238,0.321,4.21,525.997,1,4
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,Microlensing,0,,1.21,13.8,301.93698665,0.631,,,,,,0.28,,,5370.0,1,1
HAT-P-28 b,HAT-P-28,Transit,1,3.257215,0.0434,13.585,198.953,0.44,0.051,1384.0,554.7122,5680.0,1.103,1.025,0.12,4.36,401.319,1,1
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,Microlensing,0,,1.63,2.04,4.83,3.13,,,,,,0.18,,,2000.0,1,1
DMPP-4 b,DMPP-4,Radial Velocity,0,3.4982,0.04853,3.53,12.2,1.52,0.063,,,6400.0,1.38,1.25,-0.007,4.24,25.3284,1,1
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,Microlensing,0,,1.68,9.32,63.5656814,0.431,,,,,,0.16,,,1550.0,1,1
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,Microlensing,0,4700.0,4.16,13.7,349.6112477,0.747,,,,,,0.584,,,5200.0,1,1
HN Lib b,HN Lib,Radial Velocity,0,36.116,0.1417,2.2,5.46,2.82,0.079,234.4,0.503,3347.0,0.299,0.291,-0.18,4.76,6.24442,1,1
Kepler-454 d,Kepler-454,Radial Velocity,0,4073.0,5.1,13.3,734.18362017,1.71,0.089,,,5687.0,1.066,1.03,0.32,4.4,230.869,2,3
WASP-64 b,WASP-64,Transit,1,1.5732918,0.02648,14.247,403.945,0.823,0.0,1689.0,1563.6374,5400.0,1.058,1.004,-0.08,4.392,369.926,2,1
Kepler-323 c,Kepler-323,Transit,1,3.5538229,0.0458,1.57,6.8,9.6,0.095,1431.0,700.0,6004.0,1.12,1.015,-0.14,4.38,454.883,1,2
TrES-4 b,TrES-4,Transit,1,3.55395,0.05084,18.04649,247.9074,0.099,0.0,1778.0,2276.295,6200.0,1.66,1.08,0.14,4.06,515.98,2,1
HAT-P-20 b,HAT-P-20,Transit,1,2.875317,0.0361,9.718,2302.899,13.78,0.015,970.0,85.1168,4595.0,0.694,0.756,0.35,4.63,71.0374,1,1
WASP-35 b,WASP-35,Transit,1,3.16158,0.04317,14.5717,225.6593,0.378,0.0,1338.29,758.1026,5990.0,1.08,1.05,-0.15,4.4,202.218,1,1
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,Microlensing,0,,1.79,13.8,340.07639549,0.711,,,,,,0.37,,,7090.0,1,1
Kepler-409 b,Kepler-409,Transit,1,68.9583216,0.3192,1.199,6.0,19.0,0.69,438.0,6.15,5421.0,0.897,0.913,0.05,4.5,68.173,1,1
Kepler-20 f,Kepler-20,Transit,1,19.578328,0.1387,0.952,1.4,8.4,0.094,681.0,35.9,5495.0,0.9164,0.929,0.07,4.446,282.563,2,6
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,Microlensing,0,,2.44,5.98,29.87587026,0.768,,,,,,0.39,,,2740.0,1,1
HD 74698 b,HD 74698,Radial Velocity,0,15.017,0.121,5.12,23.0,0.942,0.1,,123.0,5783.0,1.333,1.039,0.07,4.12,52.0648,1,2
HD 112300 b,HD 112300,Radial Velocity,0,466.63,1.33,12.2,5031.22368281,15.2,0.36,,,3657.0,65.8,1.4,-0.06,0.8,62.07324,1,1
HD 36384 b,HD 36384,Radial Velocity,0,490.0,1.3,12.7,2097.6674862,5.63,0.2,,,3940.0,38.4,1.14,-0.16,1.1,209.309,1,1
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,Microlensing,0,,1.84,12.7,2262.93825784,6.07,,,,,,0.91,,,6370.0,1,1
HD 74698 c,HD 74698,Radial Velocity,0,3449.0,4.5,14.0,126.0,0.252,0.2,,0.088,5783.0,1.333,1.039,0.07,4.12,52.0648,1,2
HD 6860 b,HD 6860,Radial Velocity,0,663.87,2.03,11.9,8981.83078182,29.3,0.28,,,3802.0,86.4,2.49,-0.03,0.541,61.12469,1,1
Kepler-1655 b,Kepler-1655,Transit,1,11.8728787,0.1029,2.213,5.4,2.72,0.19,938.0,129.1,6148.0,1.03,1.03,-0.24,4.416,213.26,1,1
HAT-P-3 b,HAT-P-3,Transit,1,2.8997,0.03866,10.53646,206.5895,0.855,0.0,1189.0,176.587,5185.0,0.87,1.06,0.27,4.56,134.554,2,1
HD 108236 b,HD 108236,Transit,1,3.795963,0.04527,1.615,3.24,4.23,0.045,1099.0,312.1807,5660.0,0.877,0.869,-0.28,4.49,64.5978,1,5
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,Imaging,0,5800000.0,350.0,13.67495645,5085.254512,10.9,0.68,1194.0,,2620.0,,0.07,,5.05,12.7,2,1
Kepler-323 b,Kepler-323,Transit,1,1.678328,0.02778,1.381,3.9,8.2,0.095,1838.0,1900.0,6004.0,1.12,1.015,-0.14,4.38,454.883,1,2
Kepler-22 b,Kepler-22,Transit,1,289.863876,0.812,2.1,9.1,5.2,0.72,279.0,1.013,5596.0,0.869,0.857,-0.255,4.443,194.642,1,1
Kepler-454 b,Kepler-454,Transit,1,10.5737534,0.09528,2.37,5.4,2.23,0.32,916.0,117.7,5687.0,1.066,1.03,0.32,4.4,230.869,2,3
Kepler-109 b,Kepler-109,Transit,1,6.4816307,0.0701,2.49,4.9,1.7,0.11,1276.0,442.0,5950.0,1.387,1.094,-0.02,4.21,474.861,1,2
Kepler-20 c,Kepler-20,Transit,1,10.8540774,0.0936,2.894,11.1,2.51,0.076,828.0,78.7,5495.0,0.9164,0.929,0.07,4.446,282.563,2,6
K2-36 c,K2-36,Transit,1,5.340888,0.05528,3.2,7.9,1.3,0.089,854.0,89.0,4916.0,0.718,0.79,-0.047,4.621,109.749,1,2
K2-36 b,K2-36,Transit,1,1.422614,0.02288,1.43,4.3,8.0,0.093,1328.0,519.0,4916.0,0.718,0.79,-0.047,4.621,109.749,1,2
Kepler-21 b,Kepler-21,Transit,1,2.7858212,0.0434,1.639,7.5,9.3,0.0,2015.0,2749.0,6305.0,1.902,1.408,-0.03,4.026,108.522,2,1
HATS-3 b,HATS-3,Transit,1,3.547851,0.0485,15.48,340.382,0.51,0.0,1648.0,1212.0044,6351.0,1.404,1.209,-0.157,4.22,411.211,1,1
K2-417 b,K2-417,Transit,1,6.535,0.063,3.31,699.2224954,,,558.0,,3861.0,0.5776,0.569,,4.67,94.0424,1,1
K2-18 c,K2-18,Radial Velocity,0,8.962,0.06,2.65,7.51,2.22,0.47,363.0,,3457.0,0.411,0.359,0.09,4.7864,38.0266,1,2
K2-253 b,K2-253,Transit,1,4.00167,0.0506,12.67,,,,1238.0,365.8185,6027.0,1.1,1.08,0.0,4.39,876.565,1,1
Kepler-491 b,Kepler-491,Transit,1,4.225384512,0.05191,8.92,59.0,0.457,0.0,1111.0,312.514,5582.0,1.03,1.04,0.37,4.42,630.785,1,1
HATS-36 b,HATS-36,Transit,1,4.175186,0.0523,12.92,1022.14128,2.12,0.105,1203.0,561.0,5950.0,1.1,1.1,0.15,4.4,856.436,1,1
K2-216 b,K2-216,Transit,1,2.1748,0.028,1.75,8.0,8.2,0.0,1103.0,248.0,4503.0,0.72,0.7,0.0,4.57,115.461,1,1
HIP 81208 C b,HIP 81208 C,Imaging,0,104100.0,23.04,12.3,4703.8604236,13.9,,2050.0,,,,0.135,,,147.533,3,1
Kepler-471 b,Kepler-471,Transit,1,5.014234575,0.0626,14.96,,,0.0,1308.0,1146.878,6733.0,1.8,1.49,0.07,4.1,1249.41,1,1
gam Lib c,gam Lib,Radial Velocity,0,966.49,2.318,12.8,1662.56039702,4.36,0.065,,,4879.0,12.38,1.78,-0.27,2.5,47.4017,1,2
Kepler-93 c,Kepler-93,Radial Velocity,0,1460.0,,,954.0,,,,,5669.0,0.92,0.91,-0.18,4.468,95.9115,1,2
Kepler-289 d,Kepler-289,Transit,1,66.0282,0.33,3.03,5.33,1.14,,,,5990.0,1.0,1.08,0.05,4.47,704.438,1,4
KELT-8 b,KELT-8,Transit,1,3.24406,0.0455,18.15858,209.7678,0.167,0.04,1675.0,983.3098,5754.0,1.46,0.81,0.27,4.08,197.572,1,1
WASP-174 b,WASP-174,Transit,1,4.2337005,0.05503,16.10730527,104.88337431,0.135,0.0,1528.0,901.9,6399.0,1.347,1.24,0.06,4.273,410.149,1,1
Kepler-139 e,Kepler-139,Radial Velocity,0,2047.635373,3.23579639,13.7,378.0,0.808,0.013121,,,5622.0,1.045,1.078,0.35,4.34518,391.038,1,5
HD 134606 b,HD 134606,Radial Velocity,0,12.089,0.1046,2.97,9.09,1.91,0.092,,,5576.0,1.158,1.046,0.343,4.33,26.7909,1,5
